/usr/lib/jdk1.8.0_111/bin/java -Didea.launcher.port=7538 -Didea.launcher.bin.path=/home/centos/Downloads/idea-IC-163.10154.41/bin -Dfile.encoding=UTF-8 -classpath /usr/lib/jdk1.8.0_111/jre/lib/charsets.jar:/usr/lib/jdk1.8.0_111/jre/lib/deploy.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/cldrdata.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/dnsns.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/jaccess.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/jfxrt.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/localedata.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/nashorn.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/sunec.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/sunjce_provider.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/sunpkcs11.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/zipfs.jar:/usr/lib/jdk1.8.0_111/jre/lib/javaws.jar:/usr/lib/jdk1.8.0_111/jre/lib/jce.jar:/usr/lib/jdk1.8.0_111/jre/lib/jfr.jar:/usr/lib/jdk1.8.0_111/jre/lib/jfxswt.jar:/usr/lib/jdk1.8.0_111/jre/lib/jsse.jar:/usr/lib/jdk1.8.0_111/jre/lib/management-agent.jar:/usr/lib/jdk1.8.0_111/jre/lib/plugin.jar:/usr/lib/jdk1.8.0_111/jre/lib/resources.jar:/usr/lib/jdk1.8.0_111/jre/lib/rt.jar:/home/centos/IdeaProjects/Verk1/out/production/Verk1:/home/centos/.ivy2/cache/org.scala-lang/scala-library/jars/scala-library-2.12.1.jar:/home/centos/.ivy2/cache/org.scala-lang/scala-reflect/jars/scala-reflect-2.12.1.jar:/home/centos/Downloads/idea-IC-163.10154.41/lib/idea_rt.jar com.intellij.rt.execution.application.AppMain Main -s 1000 -e 100000 -n 3 -w 10000000 -i 500 -sm 3000
Parameters: S: 1000 , E: 100000 , N: 3 , W: 10000000 , I:500 , Sm: 3000
Resetting counter between each W random write operations
---------------------
---------------------
Testing writes by finger table
NetworkSize: 1001
2742: writeCount 16944
2751: writeCount 3120
2849: writeCount 11487
2933: writeCount 19336
3004: writeCount 25426
3035: writeCount 18522
3298: writeCount 35998
3459: writeCount 45100
3491: writeCount 45242
3776: writeCount 47665
3787: writeCount 32688
3796: writeCount 30312
4062: writeCount 28439
4154: writeCount 36603
4178: writeCount 38163
4372: writeCount 31176
4552: writeCount 39686
4600: writeCount 42106
4685: writeCount 31041
4686: writeCount 13339
4732: writeCount 13161
4796: writeCount 11064
4831: writeCount 14476
4832: writeCount 9966
5214: writeCount 41583
5225: writeCount 39207
5245: writeCount 41043
5442: writeCount 22728
5488: writeCount 26195
5499: writeCount 25348
5573: writeCount 13121
5791: writeCount 30078
5810: writeCount 30926
5814: writeCount 23911
5890: writeCount 10002
5921: writeCount 11106
6029: writeCount 21440
6064: writeCount 17304
6148: writeCount 22603
6231: writeCount 20229
6503: writeCount 44108
6731: writeCount 58585
6774: writeCount 54523
6902: writeCount 39808
7265: writeCount 53251
7269: writeCount 49348
7372: writeCount 47055
7391: writeCount 12636
7422: writeCount 15320
7442: writeCount 6997
7482: writeCount 9198
7849: writeCount 42888
7964: writeCount 52335
8077: writeCount 59625
8090: writeCount 24114
8119: writeCount 15538
8128: writeCount 5058
8185: writeCount 9585
8207: writeCount 8892
8285: writeCount 15998
8287: writeCount 10421
8322: writeCount 11791
8339: writeCount 5540
8347: writeCount 6161
8530: writeCount 20836
8644: writeCount 30467
8650: writeCount 30219
8743: writeCount 21309
8855: writeCount 21157
9117: writeCount 47093
9165: writeCount 42458
9168: writeCount 31573
9349: writeCount 23177
9374: writeCount 20967
9420: writeCount 25241
9431: writeCount 8208
9525: writeCount 15040
9600: writeCount 18052
9704: writeCount 27521
9727: writeCount 20355
9902: writeCount 30348
9968: writeCount 26305
10149: writeCount 42271
10323: writeCount 42230
10383: writeCount 41788
10506: writeCount 35952
10517: writeCount 19505
10853: writeCount 46976
10905: writeCount 39664
10958: writeCount 43784
11013: writeCount 15718
11105: writeCount 19937
11415: writeCount 45483
11464: writeCount 44923
11497: writeCount 39006
11539: writeCount 12403
11560: writeCount 9640
11718: writeCount 21888
11807: writeCount 26768
11951: writeCount 39094
12848: writeCount 113498
12939: writeCount 113457
12941: writeCount 99171
13420: writeCount 56986
13436: writeCount 49586
13578: writeCount 63384
13656: writeCount 23348
13834: writeCount 39451
13866: writeCount 28604
13882: writeCount 22457
13891: writeCount 5614
13990: writeCount 12375
14076: writeCount 19452
14241: writeCount 35135
14365: writeCount 37683
14557: writeCount 48250
14620: writeCount 37994
14666: writeCount 30164
14728: writeCount 17056
14823: writeCount 20178
14860: writeCount 19246
14990: writeCount 26079
15160: writeCount 33584
15270: writeCount 40680
15273: writeCount 28025
15446: writeCount 28449
-----------------------
NetworkSize: 1001
15506: putCount 58601
15555: putCount 45255
15577: putCount 25241
15662: putCount 78018
15695: putCount 55999
15930: putCount 98465
15999: putCount 51043
16132: putCount 131304
16579: putCount 203176
16606: putCount 28929
16676: putCount 66786
16803: putCount 51084
16910: putCount 79231
16995: putCount 82687
17071: putCount 79353
17356: putCount 150750
17444: putCount 41074
17471: putCount 17995
17503: putCount 24401
17554: putCount 70880
17649: putCount 87770
17652: putCount 17063
17722: putCount 85432
17727: putCount 42514
18047: putCount 169237
18144: putCount 51577
18198: putCount 70411
18239: putCount 51866
18440: putCount 86678
18658: putCount 200507
19491: putCount 367589
19507: putCount 34771
19587: putCount 48505
19676: putCount 62871
19809: putCount 97828
19887: putCount 28195
19925: putCount 42388
19954: putCount 32418
20128: putCount 103093
20158: putCount 30842
20165: putCount 44507
20186: putCount 32564
20336: putCount 68574
20354: putCount 29406
20359: putCount 13629
20391: putCount 43966
20487: putCount 61840
20753: putCount 133344
20757: putCount 41009
20830: putCount 56239
20839: putCount 27197
20922: putCount 48681
20950: putCount 22067
21011: putCount 58348
21148: putCount 68432
21251: putCount 51630
21268: putCount 39345
21289: putCount 17718
21322: putCount 29314
21368: putCount 36551
21466: putCount 61509
21511: putCount 40291
21610: putCount 86504
21658: putCount 83583
21676: putCount 21082
21744: putCount 37238
21887: putCount 151953
22002: putCount 84735
22412: putCount 208061
22567: putCount 94343
22694: putCount 79024
22708: putCount 18101
22728: putCount 45132
23062: putCount 152445
23085: putCount 49003
23149: putCount 36794
23166: putCount 33729
23168: putCount 32369
23323: putCount 91670
23336: putCount 24664
23469: putCount 104235
23747: putCount 161700
23757: putCount 81917
24158: putCount 201168
24456: putCount 175143
24513: putCount 63489
24584: putCount 47065
24600: putCount 23451
24703: putCount 91723
24794: putCount 92470
24890: putCount 70543
25247: putCount 167748
25271: putCount 25617
25389: putCount 51412
25472: putCount 39984
25520: putCount 74154
25522: putCount 20863
25629: putCount 75066
25632: putCount 13595
25666: putCount 52138
25715: putCount 33301
25869: putCount 141688
25998: putCount 109076
26478: putCount 150515
26519: putCount 104943
26588: putCount 87502
27036: putCount 215257
27134: putCount 33831
27257: putCount 93731
27355: putCount 69154
27514: putCount 63669
27562: putCount 83231
27598: putCount 34662
27713: putCount 103640
27730: putCount 16923
27754: putCount 38711
28018: putCount 168368
28160: putCount 89382
28210: putCount 32902
28235: putCount 25248
28253: putCount 18080
28313: putCount 78300
28360: putCount 66782
28405: putCount 40305
28535: putCount 58029
28739: putCount 127908
28754: putCount 16020
28790: putCount 19223
28846: putCount 35230
28908: putCount 49289
28914: putCount 21289
29003: putCount 59210
29062: putCount 59941
29201: putCount 60261
29313: putCount 77244
29359: putCount 83026
29405: putCount 29451
29497: putCount 49473
29618: putCount 83870
29639: putCount 29779
29812: putCount 140923
30010: putCount 110962
30044: putCount 80069
30480: putCount 182865
30796: putCount 183977
30815: putCount 26542
30960: putCount 69833
30976: putCount 15641
31014: putCount 39501
31016: putCount 14120
31056: putCount 51003
31252: putCount 114191
31454: putCount 165056
31514: putCount 54865
31526: putCount 24707
31561: putCount 37846
31693: putCount 60938
31721: putCount 22537
31757: putCount 27655
31831: putCount 84834
32048: putCount 104291
32307: putCount 123219
32352: putCount 56132
32401: putCount 36241
32518: putCount 64274
32563: putCount 67247
32617: putCount 44645
32635: putCount 25945
32679: putCount 39563
32705: putCount 61890
32982: putCount 109220
33000: putCount 66922
33079: putCount 66900
33133: putCount 37261
33187: putCount 30815
33218: putCount 29938
33376: putCount 99043
33461: putCount 70280
33640: putCount 133342
33658: putCount 15658
33681: putCount 19728
33717: putCount 41487
33733: putCount 28741
33788: putCount 44873
33832: putCount 38637
33916: putCount 99277
34309: putCount 135675
34564: putCount 137152
34594: putCount 49223
34615: putCount 37431
34627: putCount 15836
34630: putCount 30590
34679: putCount 51956
34879: putCount 92802
34931: putCount 57312
35027: putCount 45594
35078: putCount 67622
35130: putCount 56878
35225: putCount 62247
35275: putCount 77617
35495: putCount 88273
35520: putCount 91134
35693: putCount 108118
35697: putCount 21321
35808: putCount 91458
35875: putCount 67230
36081: putCount 114588
36092: putCount 27678
36262: putCount 112214
36388: putCount 82946
36479: putCount 76540
36497: putCount 53739
36895: putCount 108459
37038: putCount 180443
37222: putCount 119077
37278: putCount 29878
37375: putCount 80357
37497: putCount 61749
37657: putCount 133454
37680: putCount 18793
37687: putCount 14880
37729: putCount 26758
37790: putCount 64982
37830: putCount 32234
37833: putCount 18753
37911: putCount 51525
37998: putCount 71268
38197: putCount 106170
38254: putCount 65134
38363: putCount 98853
38540: putCount 81329
38649: putCount 65701
38662: putCount 49703
38776: putCount 113844
39322: putCount 236212
39436: putCount 70397
39468: putCount 45941
39547: putCount 53378
39612: putCount 88092
40180: putCount 261760
40307: putCount 66004
40323: putCount 24835
40425: putCount 63827
40482: putCount 35888
40496: putCount 33555
40645: putCount 100720
40742: putCount 80753
40927: putCount 126023
41227: putCount 214229
41275: putCount 46726
41500: putCount 149008
41504: putCount 14499
41539: putCount 33676
41585: putCount 27916
41646: putCount 77168
42074: putCount 209084
42384: putCount 179750
42421: putCount 19634
42482: putCount 43905
42486: putCount 14630
42527: putCount 53702
42642: putCount 50647
42643: putCount 17077
42684: putCount 36672
42707: putCount 37186
42755: putCount 44103
42918: putCount 116892
42980: putCount 40454
43081: putCount 47387
43258: putCount 88415
43268: putCount 17179
43328: putCount 83473
43488: putCount 102939
43494: putCount 26245
43637: putCount 101304
43923: putCount 88684
43967: putCount 87359
43979: putCount 11660
43984: putCount 14948
44014: putCount 42460
44115: putCount 58679
44321: putCount 154717
44432: putCount 82689
44491: putCount 49913
44509: putCount 30394
44692: putCount 93227
44823: putCount 93335
44928: putCount 42638
44989: putCount 51392
45009: putCount 25885
45115: putCount 51369
45147: putCount 42260
45220: putCount 44789
45432: putCount 131467
45488: putCount 33438
45504: putCount 26216
45609: putCount 61535
45663: putCount 47072
45713: putCount 65420
45797: putCount 55231
45805: putCount 14143
45840: putCount 19498
45902: putCount 51284
46047: putCount 80981
46103: putCount 29938
46153: putCount 34841
46172: putCount 51895
46246: putCount 93868
46270: putCount 27979
46429: putCount 114621
46481: putCount 53480
46588: putCount 69496
46609: putCount 59828
46989: putCount 123229
46997: putCount 70133
47123: putCount 78332
47233: putCount 87423
47357: putCount 66662
47397: putCount 46948
47486: putCount 95949
47740: putCount 156686
47853: putCount 83799
47855: putCount 13068
47885: putCount 27815
47936: putCount 47049
47978: putCount 29099
48085: putCount 89942
48293: putCount 119276
48487: putCount 125084
48627: putCount 76578
48840: putCount 125197
48897: putCount 35165
48952: putCount 65930
49121: putCount 119521
49243: putCount 50751
49261: putCount 30684
49282: putCount 27638
49305: putCount 36807
49550: putCount 180343
49607: putCount 33092
49648: putCount 33654
49750: putCount 73733
50037: putCount 160071
50106: putCount 42806
50212: putCount 121696
50580: putCount 212858
50655: putCount 29971
50665: putCount 42420
50764: putCount 62960
50768: putCount 10977
50774: putCount 13972
50781: putCount 16931
50845: putCount 87100
50997: putCount 113847
51033: putCount 87113
51560: putCount 217851
51901: putCount 156648
51931: putCount 53672
52157: putCount 108466
52190: putCount 43621
52208: putCount 35364
52215: putCount 17774
52286: putCount 99615
52588: putCount 146567
52662: putCount 74907
52836: putCount 82137
52860: putCount 47228
53212: putCount 216864
53280: putCount 72471
53469: putCount 85083
53568: putCount 58361
53575: putCount 10926
53579: putCount 30543
53783: putCount 183879
53793: putCount 27161
53911: putCount 67133
53965: putCount 56591
54156: putCount 129494
54197: putCount 22064
54244: putCount 75977
54383: putCount 75542
54443: putCount 89584
54682: putCount 146601
54712: putCount 21846
54739: putCount 33188
54943: putCount 107822
55040: putCount 71173
55363: putCount 173121
55604: putCount 102790
55708: putCount 87872
55815: putCount 38496
55938: putCount 132651
56000: putCount 55198
56116: putCount 73876
56135: putCount 32353
56265: putCount 83367
56299: putCount 29881
56320: putCount 19488
56340: putCount 23624
56447: putCount 63353
56468: putCount 37570
56664: putCount 106772
56694: putCount 47499
56755: putCount 65930
56777: putCount 57608
56781: putCount 46200
57142: putCount 145690
57377: putCount 164055
57772: putCount 156583
57783: putCount 67307
57812: putCount 25269
57881: putCount 38198
57922: putCount 47730
58025: putCount 58113
58057: putCount 52286
58115: putCount 19963
58132: putCount 21335
58214: putCount 44901
58234: putCount 43523
58265: putCount 43963
58332: putCount 55467
58480: putCount 98275
58538: putCount 60430
58555: putCount 36269
58689: putCount 46683
58701: putCount 13238
58703: putCount 12278
58723: putCount 22985
58751: putCount 41807
58800: putCount 82754
58883: putCount 61283
59003: putCount 52208
59082: putCount 69481
59171: putCount 64098
59186: putCount 44534
59517: putCount 183849
59571: putCount 23057
59602: putCount 41378
59801: putCount 107475
59805: putCount 57911
59918: putCount 75642
60028: putCount 59985
60078: putCount 79450
60337: putCount 185174
60346: putCount 29955
60538: putCount 175903
61322: putCount 323861
61373: putCount 51898
61539: putCount 94173
61557: putCount 37985
61738: putCount 102879
61830: putCount 47666
61866: putCount 58839
62074: putCount 122150
62117: putCount 47339
62272: putCount 93586
62459: putCount 132156
62519: putCount 26570
62614: putCount 77950
62682: putCount 54108
62696: putCount 12041
62703: putCount 12441
62720: putCount 29839
62737: putCount 14391
62766: putCount 37026
62949: putCount 104115
62994: putCount 43306
63017: putCount 21791
63114: putCount 41086
63147: putCount 39564
63206: putCount 38410
63341: putCount 62204
63383: putCount 63039
63448: putCount 29067
63544: putCount 50923
63609: putCount 76668
63630: putCount 42423
63668: putCount 37401
63786: putCount 78526
63942: putCount 104192
63971: putCount 25694
64097: putCount 63380
64125: putCount 55767
64133: putCount 38368
64138: putCount 13558
64157: putCount 28847
64303: putCount 87976
64438: putCount 68064
64519: putCount 111501
64572: putCount 43380
64735: putCount 98990
64833: putCount 43527
64880: putCount 49357
64934: putCount 23826
64947: putCount 16597
64960: putCount 16063
65001: putCount 52617
65022: putCount 23705
65122: putCount 63680
65123: putCount 14071
65164: putCount 40789
65273: putCount 62208
65390: putCount 94287
65453: putCount 78682
65603: putCount 92256
65604: putCount 16162
65664: putCount 45349
65679: putCount 35326
65759: putCount 60737
65890: putCount 93256
66245: putCount 209060
66687: putCount 237353
66811: putCount 82623
66814: putCount 20941
66918: putCount 58178
67229: putCount 165877
67279: putCount 48773
67295: putCount 24353
67424: putCount 106063
67495: putCount 54431
67515: putCount 28386
67550: putCount 24128
67605: putCount 25255
67663: putCount 46069
67800: putCount 108149
67820: putCount 33929
67904: putCount 55698
67926: putCount 17433
67972: putCount 57195
68191: putCount 112069
68389: putCount 145515
68440: putCount 32168
68546: putCount 82243
68574: putCount 36521
68794: putCount 109322
68802: putCount 64791
69026: putCount 108276
69042: putCount 30099
69057: putCount 23078
69064: putCount 32567
69241: putCount 61756
69327: putCount 72085
69438: putCount 48143
69483: putCount 29333
69546: putCount 80869
69554: putCount 13946
69556: putCount 13232
69572: putCount 22136
69595: putCount 22488
69639: putCount 44551
69652: putCount 13212
69671: putCount 33273
69710: putCount 39053
69789: putCount 39406
69859: putCount 81800
69886: putCount 36979
70079: putCount 107440
70104: putCount 16507
70117: putCount 23539
70162: putCount 37949
70228: putCount 45711
70283: putCount 59674
70356: putCount 76678
70471: putCount 108127
70482: putCount 37576
70751: putCount 144287
70849: putCount 100361
70920: putCount 62039
70947: putCount 22753
71006: putCount 46390
71166: putCount 117140
71304: putCount 70443
71570: putCount 182501
71575: putCount 21178
71590: putCount 63670
72114: putCount 215651
72553: putCount 197902
72747: putCount 115534
72765: putCount 29236
72916: putCount 76585
72936: putCount 29514
73057: putCount 79005
73144: putCount 100399
73327: putCount 101690
73646: putCount 148599
73701: putCount 63523
73754: putCount 52821
74013: putCount 143178
74190: putCount 118962
74366: putCount 102362
74386: putCount 25487
74463: putCount 78511
74464: putCount 29830
74661: putCount 89478
74748: putCount 60623
74850: putCount 71457
74947: putCount 95666
75179: putCount 120781
75277: putCount 101599
75440: putCount 117901
75484: putCount 59812
75485: putCount 10242
75489: putCount 51378
75804: putCount 167972
75872: putCount 53011
76145: putCount 138386
76335: putCount 123905
76557: putCount 89038
76729: putCount 130479
76887: putCount 131705
77018: putCount 88957
77099: putCount 57519
77197: putCount 62492
77511: putCount 163264
77586: putCount 55760
77638: putCount 47630
77847: putCount 112757
77909: putCount 52267
78014: putCount 39410
78051: putCount 106180
78099: putCount 28608
78190: putCount 65689
78218: putCount 50721
78420: putCount 116019
78440: putCount 33144
78500: putCount 52989
78604: putCount 88745
78732: putCount 83523
78898: putCount 95217
79146: putCount 180302
79270: putCount 97775
79681: putCount 171944
79881: putCount 109264
79905: putCount 62593
80108: putCount 85687
80174: putCount 76175
80269: putCount 68488
80282: putCount 21233
80382: putCount 54955
80410: putCount 24341
80445: putCount 34177
80475: putCount 35683
80597: putCount 70483
80709: putCount 92271
80856: putCount 86451
80862: putCount 61746
80964: putCount 64409
81081: putCount 59316
81172: putCount 73887
81447: putCount 146914
81520: putCount 69723
81541: putCount 29745
81721: putCount 98385
81762: putCount 41990
81785: putCount 37105
81792: putCount 15965
81846: putCount 33013
81878: putCount 21594
81879: putCount 17982
81959: putCount 89922
81984: putCount 18358
81996: putCount 32086
82105: putCount 73338
82195: putCount 54162
82260: putCount 62593
82266: putCount 22548
82387: putCount 81449
82404: putCount 38042
82428: putCount 37282
82611: putCount 107008
82689: putCount 49094
82749: putCount 45049
82910: putCount 114271
82923: putCount 14972
82954: putCount 38476
83164: putCount 122523
83193: putCount 47467
83543: putCount 202687
83727: putCount 96787
83732: putCount 25272
83875: putCount 91157
84013: putCount 97496
84061: putCount 47447
84194: putCount 55191
84283: putCount 53431
84353: putCount 75404
84392: putCount 29097
84463: putCount 35526
84508: putCount 29889
84527: putCount 38618
84579: putCount 62483
84832: putCount 124856
84949: putCount 66418
84961: putCount 47996
84968: putCount 23311
85096: putCount 105747
85226: putCount 69142
85398: putCount 99101
85692: putCount 158273
85703: putCount 18789
85710: putCount 15051
85755: putCount 30230
85802: putCount 28644
85889: putCount 58417
85896: putCount 22261
86015: putCount 107407
86064: putCount 94927
86087: putCount 65424
86095: putCount 66552
86620: putCount 261235
86627: putCount 14035
86648: putCount 22824
86733: putCount 73194
86782: putCount 51735
87134: putCount 197492
87189: putCount 66296
87191: putCount 34976
87438: putCount 117336
87453: putCount 46214
87561: putCount 55861
87612: putCount 29718
87670: putCount 82609
87987: putCount 152420
87997: putCount 16229
88033: putCount 17531
88074: putCount 38668
88141: putCount 68543
88183: putCount 52529
88402: putCount 92061
88535: putCount 86662
88569: putCount 23141
88660: putCount 48364
88697: putCount 63706
88727: putCount 44245
88770: putCount 31677
88876: putCount 54543
89045: putCount 121927
89068: putCount 47612
89074: putCount 14897
89120: putCount 38444
89254: putCount 90727
89290: putCount 69314
89553: putCount 149620
89633: putCount 49402
89764: putCount 63757
89793: putCount 45555
89893: putCount 43908
89993: putCount 80728
90245: putCount 146220
90316: putCount 52063
90400: putCount 51022
90514: putCount 54292
90569: putCount 45380
90694: putCount 104217
90819: putCount 113552
90844: putCount 50591
91038: putCount 110331
91157: putCount 79608
91380: putCount 163046
91409: putCount 14327
91418: putCount 23784
91432: putCount 23407
91534: putCount 80366
91590: putCount 58016
91673: putCount 71124
91736: putCount 44176
91797: putCount 33014
91897: putCount 99643
91923: putCount 49761
91926: putCount 40459
92224: putCount 145779
92241: putCount 61214
92640: putCount 151533
92732: putCount 75022
92774: putCount 48992
92812: putCount 29515
92865: putCount 57541
92967: putCount 66396
93040: putCount 51150
93131: putCount 69919
93132: putCount 27330
93305: putCount 117303
93616: putCount 135138
93617: putCount 24367
93760: putCount 73451
93800: putCount 27644
93813: putCount 14970
93850: putCount 28278
93852: putCount 14775
93900: putCount 71699
93911: putCount 16869
93961: putCount 30959
94063: putCount 57182
94140: putCount 99669
94387: putCount 148169
94480: putCount 46954
94534: putCount 53200
94568: putCount 22497
94591: putCount 24949
94668: putCount 90029
95014: putCount 198909
95033: putCount 23618
95140: putCount 68590
95225: putCount 45476
95240: putCount 26638
95257: putCount 29634
95390: putCount 96828
95524: putCount 103880
95549: putCount 53167
95565: putCount 49454
95574: putCount 45870
95930: putCount 162090
96120: putCount 109587
96203: putCount 98772
96577: putCount 206962
96701: putCount 56667
96828: putCount 90781
96994: putCount 93474
97106: putCount 118790
97252: putCount 131742
97698: putCount 180067
97799: putCount 110695
98012: putCount 137762
98290: putCount 170179
98443: putCount 78039
98492: putCount 46809
98510: putCount 17521
98524: putCount 47120
98540: putCount 24457
98567: putCount 32337
98588: putCount 24528
98648: putCount 50587
98675: putCount 40277
98742: putCount 52776
98979: putCount 123861
99470: putCount 228475
99533: putCount 44350
99545: putCount 29328
99684: putCount 86822
99723: putCount 26302
99771: putCount 48802
99786: putCount 28760
99867: putCount 48258
99887: putCount 20418
99896: putCount 18589
99972: putCount 50813
28: putCount 92544
35: putCount 31927
247: putCount 120408
462: putCount 138225
713: putCount 141323
732: putCount 30648
806: putCount 69716
815: putCount 26712
965: putCount 87505
1060: putCount 59934
1141: putCount 41960
1259: putCount 93610
1577: putCount 179583
1629: putCount 45595
1795: putCount 89899
1838: putCount 71378
1861: putCount 31400
2011: putCount 68210
2156: putCount 116388
2169: putCount 28735
2327: putCount 100942
2380: putCount 53361
2504: putCount 104208
2515: putCount 27003
2560: putCount 38441
2569: putCount 25443
2720: putCount 101467
2736: putCount 28740
2742: putCount 11373
2751: putCount 25985
2849: putCount 74339
2933: putCount 63811
3004: putCount 69768
3035: putCount 57588
3298: putCount 155745
3459: putCount 82494
3491: putCount 41672
3776: putCount 196947
3787: putCount 32792
3796: putCount 37271
4062: putCount 142750
4154: putCount 66872
4178: putCount 31600
4372: putCount 116355
4552: putCount 68850
4600: putCount 63028
4685: putCount 42742
4686: putCount 14818
4732: putCount 32800
4796: putCount 75544
4831: putCount 70190
4832: putCount 47808
5214: putCount 153605
5225: putCount 13032
5245: putCount 45122
5442: putCount 92844
5488: putCount 32811
5499: putCount 45327
5573: putCount 65669
5791: putCount 105472
5810: putCount 19919
5814: putCount 17983
5890: putCount 81983
5921: putCount 42987
6029: putCount 63689
6064: putCount 34208
6148: putCount 82342
6231: putCount 65973
6503: putCount 139935
6731: putCount 81075
6774: putCount 82086
6902: putCount 103466
7265: putCount 214746
7269: putCount 20705
7372: putCount 29775
7391: putCount 14952
7422: putCount 80109
7442: putCount 25072
7482: putCount 50524
7849: putCount 176889
7964: putCount 106363
8077: putCount 62486
8090: putCount 15883
8119: putCount 38977
8128: putCount 18032
8185: putCount 49335
8207: putCount 22493
8285: putCount 91794
8287: putCount 14710
8322: putCount 48527
8339: putCount 31586
8347: putCount 39443
8530: putCount 74885
8644: putCount 80910
8650: putCount 24358
8743: putCount 55940
8855: putCount 64118
9117: putCount 163062
9165: putCount 45105
9168: putCount 28494
9349: putCount 101055
9374: putCount 35883
9420: putCount 23874
9431: putCount 25731
9525: putCount 61518
9600: putCount 56930
9704: putCount 83851
9727: putCount 30385
9902: putCount 104570
9968: putCount 44440
10149: putCount 124413
10323: putCount 92115
